Date,QQQ,SPY,GLD,TLT
2005-01-03,-0.010576895207501371,-0.004726935993807122,-0.017968665483389802,0.0021422170459728667
2005-01-04,-0.018395584583020652,-0.01229522301891356,-0.006529845317733264,-0.010536430249215698
2005-01-05,-0.006208416768835461,-0.006924792971266669,-0.0016392348746523818,0.005339144901567465
2005-01-06,-0.00494250847312406,0.005071854085813245,-0.012261333638891793,0.0006798052435961341
2005-01-07,0.005201471146579339,-0.0014342104304379925,-0.007381897245418499,0.0022610796969724086
2005-01-10,-0.0005191515465466817,0.004716750618634286,0.002625627696485633,0.0015800822262913932
2005-01-11,-0.007032018515887507,-0.006914581406968708,0.006178687004495116,0.005846647458542336
2005-01-12,0.008329508146760672,0.0032949374100658094,0.009197079351984367,0.0013445532640084332
2005-01-13,-0.013308045722391504,-0.00804487460192657,0.0,0.009581776018305838
2005-01-14,0.009412142437189571,0.005257740203477709,-0.0065944371176744334,-0.00011004468107319038
2005-01-18,0.007519043949065883,0.010348795715110284,0.0,0.003321148303021297
2005-01-19,-0.016667619508505652,-0.010518192827778371,-0.0014188078686102948,0.002869631331418324
2005-01-20,-0.019356484927569428,-0.006108801567210569,-0.00023661866710279286,0.001982228496485962
2005-01-21,-0.008064458658692465,-0.0061466365827081235,0.011530935359385552,0.0010987660002268267
2005-01-24,-0.014134580214527478,-0.0019715085951385173,0.0007016437791639085,0.004277004871938029
2005-01-25,0.004914845138768316,0.002827108304249186,-0.012469253807297102,-0.009454173169258463
2005-01-26,0.011915641533428094,0.0029905690153517843,0.010596989466519383,0.0018754267805796794
2005-01-27,-0.0013475864492426717,0.0017044804310890353,-0.0016410669918453088,-0.001875426780579742
2005-01-28,-0.004863959690717092,0.0,0.001641066991845344,0.0100003115621184
2005-01-31,0.012917894379810651,0.006196994836675205,-0.011070597267868664,0.00283974015165461
2005-02-01,0.003203403549517863,0.006327271110804649,-0.0028463668889051274,-0.0015891333724803588
2005-02-02,0.001597921223117844,0.0030233647173901128,0.0014241961696689009,0.0022997875949753673
2005-02-03,-0.011507673012486539,-0.0026025707777793793,-0.011450495846862259,-0.0005475473819717535
2005-02-04,0.016021319117968523,0.010618948469564142,-0.005051101072885615,0.01380258283672528
2005-02-07,-0.0021224308174580095,-0.0013317483246075986,-0.0048344488376878625,0.007420786007657505
2005-02-08,0.0018573879783578787,0.0011656216159991737,-0.00024238789355093634,0.005661325940473103
2005-02-09,-0.016834067737866696,-0.007515407277887051,0.001211167689359154,0.002659682988284422
2005-02-10,0.0010777914589985259,0.003598078722686901,0.010594816644642752,-0.013585535571634005
2005-02-11,0.014695520350323878,0.0085647899696113,0.007873160646245932,-0.0006454657581472173
2005-02-14,0.004499548335234061,-0.0007455113846279554,0.011107225145850637,0.0031204910284138273
2005-02-15,0.006579675597305374,0.003722566908807748,0.0007048653790649931,-0.005062853492712846
2005-02-16,-0.003679687861117883,0.0006600370756213265,-0.0014101382284351636,-0.0037862541450899984
2005-02-17,-0.013518521195577886,-0.008118427305604064,0.004926674703408775,-0.0063060779865181825
2005-02-18,-0.0032079830251438837,0.0013301634205095119,0.000467956439769851,-0.00898427338420353
2005-02-22,-0.012392417684316117,-0.014980083675574895,0.018999637742317513,-0.004412596154981059
2005-02-23,0.0013543455222448815,0.0071418040412595165,-0.0034487108457084453,0.0033109015283583417
2005-02-24,0.012642783002604244,0.006591495635924675,-0.0020748442692022466,-0.00220621388274719
2005-02-25,0.005597957442333991,0.00984781438611851,0.003915660084462377,0.004846802823907466
2005-02-28,-0.010689121015398638,-0.006609887048659011,0.0006893894267664206,-0.010827047189076983
2005-03-01,0.010954534526694239,0.004961506766686151,-0.007146948198724407,-0.00031252900704540465
2005-03-02,-0.0005311349804823118,-0.0004946279399638992,0.0006938540552079055,-0.0013386923918267248
2005-03-03,-0.008277313221976758,0.0004124844613467689,-0.006495007182720466,-0.000557543150287337
2005-03-04,0.005881565996641398,0.012379498416565347,0.009496303825856959,0.01077449577196797
2005-03-07,0.01428949022038407,0.0004885251497603374,0.002072543061182761,0.003969616083243678
2005-03-08,-0.010033514395601744,-0.0037528172298777994,0.012800118961104523,-0.009509460248938693
2005-03-09,-0.002925009857341743,-0.011179981078100535,-0.00022710554600360026,-0.01646606920084123
2005-03-10,-0.0013309659674406115,0.002229887384231073,0.004080719847417438,0.006080774744872016
2005-03-11,-0.009371741933869877,-0.007035619269716241,0.005190117471778481,-0.007324205820246499
2005-03-14,0.004562720397383525,0.006210246144049887,-0.009043731773192292,0.005975956580247105
2005-03-15,-0.0080672906845355,-0.008289177246958119,0.0006811804995411508,-0.006315388511643312
2005-03-16,-0.011403209806517297,-0.00852639153976607,0.005658043661345511,0.006090043873137955
2005-03-17,0.0024541287047424895,0.0020126329302947027,-0.011120089001181777,0.003255666039331769
2005-03-18,-0.005462956406601315,-0.0029733076916622562,0.001596162590733232,-0.0062958004507572655
2005-03-21,0.0019153672387170195,-0.0037185878473646075,-0.018395534624859662,-0.0028224319417900026
2005-03-22,-0.012378010382825233,-0.010213000114911268,-0.010263645454440903,-0.00851956357026064
2005-03-23,0.0035919412423841947,0.0008551978861044945,-0.005407403742805499,0.004779040927648118
2005-03-24,0.0002757363541985168,0.0011958971110521902,-0.0007074350055783737,0.0020414299825304142
2005-03-28,0.0019277213112566288,0.0014498734329611391,0.0035323603275894165,-0.006135818366620241
2005-03-29,-0.008012173310990101,-0.006670827417751169,0.00047004600690944275,0.005909385651388538
2005-03-30,0.01868695272531158,0.014060012501200403,0.0011741045353950623,0.004973066212177339
